M,K,Label,Both_Hands,F_Index,F_Middle,F_Pinky,F_Ring,F_Thumb,M_Back,M_Down,M_Front,M_In,M_Iterative,M_Out,M_Up,O_Back,O_Down,O_Front,O_In,O_Out,O_Up,feature_path_m,feature_path_k
train/177/M_35381.avi,train/177/K_35381.avi,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_35381.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_35381.npy
train/054/M_10603.avi,train/054/K_10603.avi,32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_10603.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_10603.npy
train/135/M_26935.avi,train/135/K_26935.avi,29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_26935.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_26935.npy
train/075/M_14952.avi,train/075/K_14952.avi,37,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_14952.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_14952.npy
train/079/M_15603.avi,train/079/K_15603.avi,159,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_15603.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_15603.npy
train/065/M_12935.avi,train/065/K_12935.avi,157,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_12935.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_12935.npy
train/137/M_27392.avi,train/137/K_27392.avi,222,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_27392.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_27392.npy
train/086/M_17128.avi,train/086/K_17128.avi,135,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_17128.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_17128.npy
train/032/M_06255.avi,train/032/K_06255.avi,120,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_06255.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_06255.npy
train/117/M_23389.avi,train/117/K_23389.avi,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_23389.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_23389.npy
train/025/M_04906.avi,train/025/K_04906.avi,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_04906.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_04906.npy
train/011/M_02146.avi,train/011/K_02146.avi,94,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_02146.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_02146.npy
train/037/M_07386.avi,train/037/K_07386.avi,36,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_07386.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_07386.npy
train/172/M_34358.avi,train/172/K_34358.avi,13,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_34358.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_34358.npy
train/147/M_29391.avi,train/147/K_29391.avi,92,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_29391.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_29391.npy
train/112/M_22313.avi,train/112/K_22313.avi,154,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_22313.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_22313.npy
train/089/M_17630.avi,train/089/K_17630.avi,32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_17630.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_17630.npy
train/062/M_12345.avi,train/062/K_12345.avi,238,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_12345.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_12345.npy
train/050/M_09960.avi,train/050/K_09960.avi,239,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_09960.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_09960.npy
train/122/M_24389.avi,train/122/K_24389.avi,156,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_24389.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_24389.npy
train/107/M_21348.avi,train/107/K_21348.avi,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_21348.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_21348.npy
train/141/M_28151.avi,train/141/K_28151.avi,157,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_28151.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_28151.npy
train/165/M_32997.avi,train/165/K_32997.avi,52,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_32997.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_32997.npy
train/010/M_01871.avi,train/010/K_01871.avi,37,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_01871.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_01871.npy
train/004/M_00790.avi,train/004/K_00790.avi,117,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_00790.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_00790.npy
train/124/M_24787.avi,train/124/K_24787.avi,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_24787.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_24787.npy
train/132/M_26344.avi,train/132/K_26344.avi,29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_26344.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_26344.npy
train/042/M_08284.avi,train/042/K_08284.avi,14,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_08284.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_08284.npy
train/089/M_17652.avi,train/089/K_17652.avi,241,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_17652.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_17652.npy
train/140/M_27859.avi,train/140/K_27859.avi,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_27859.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_27859.npy
train/110/M_21805.avi,train/110/K_21805.avi,10,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_21805.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_21805.npy
train/044/M_08799.avi,train/044/K_08799.avi,188,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_08799.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_08799.npy
train/027/M_05398.avi,train/027/K_05398.avi,159,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_05398.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_05398.npy
train/104/M_20796.avi,train/104/K_20796.avi,93,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_20796.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_20796.npy
train/030/M_05913.avi,train/030/K_05913.avi,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_05913.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_05913.npy
train/100/M_19844.avi,train/100/K_19844.avi,92,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_19844.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_19844.npy
train/084/M_16688.avi,train/084/K_16688.avi,159,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_16688.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_16688.npy
train/130/M_25804.avi,train/130/K_25804.avi,29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_25804.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_25804.npy
train/159/M_31644.avi,train/159/K_31644.avi,93,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_31644.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_31644.npy
train/179/M_35798.avi,train/179/K_35798.avi,135,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_35798.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_35798.npy
train/119/M_23699.avi,train/119/K_23699.avi,14,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_23699.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_23699.npy
train/038/M_07563.avi,train/038/K_07563.avi,19,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_07563.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_07563.npy
train/095/M_18826.avi,train/095/K_18826.avi,36,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_18826.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_18826.npy
train/083/M_16494.avi,train/083/K_16494.avi,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_16494.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_16494.npy
train/154/M_30616.avi,train/154/K_30616.avi,93,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_30616.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_30616.npy
train/023/M_04432.avi,train/023/K_04432.avi,241,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_04432.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_04432.npy
train/109/M_21659.avi,train/109/K_21659.avi,32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_21659.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_21659.npy
train/094/M_18638.avi,train/094/K_18638.avi,38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_18638.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_18638.npy
train/017/M_03395.avi,train/017/K_03395.avi,38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_03395.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_03395.npy
train/117/M_23346.avi,train/117/K_23346.avi,238,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_23346.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_23346.npy
train/015/M_02906.avi,train/015/K_02906.avi,29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_02906.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_02906.npy
train/149/M_29705.avi,train/149/K_29705.avi,29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_29705.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_29705.npy
train/067/M_13237.avi,train/067/K_13237.avi,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_13237.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_13237.npy
train/069/M_13792.avi,train/069/K_13792.avi,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_13792.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_13792.npy
train/158/M_31579.avi,train/158/K_31579.avi,13,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_31579.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_31579.npy
train/123/M_24541.avi,train/123/K_24541.avi,32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_24541.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_24541.npy
train/135/M_26982.avi,train/135/K_26982.avi,32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_26982.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_26982.npy
train/092/M_18335.avi,train/092/K_18335.avi,29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_18335.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_18335.npy
train/020/M_03878.avi,train/020/K_03878.avi,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_03878.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_03878.npy
train/170/M_33960.avi,train/170/K_33960.avi,239,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_33960.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_33960.npy
train/058/M_11437.avi,train/058/K_11437.avi,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_11437.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_11437.npy
train/107/M_21354.avi,train/107/K_21354.avi,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_21354.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_21354.npy
train/109/M_21683.avi,train/109/K_21683.avi,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_21683.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_21683.npy
train/101/M_20127.avi,train/101/K_20127.avi,188,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_20127.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_20127.npy
train/173/M_34504.avi,train/173/K_34504.avi,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_34504.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_34504.npy
train/119/M_23601.avi,train/119/K_23601.avi,19,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_23601.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_23601.npy
train/004/M_00705.avi,train/004/K_00705.avi,4,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_00705.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_00705.npy
train/149/M_29635.avi,train/149/K_29635.avi,241,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_29635.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_29635.npy
train/167/M_33376.avi,train/167/K_33376.avi,36,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_33376.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_33376.npy
train/150/M_29928.avi,train/150/K_29928.avi,135,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_29928.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_29928.npy
train/016/M_03189.avi,train/016/K_03189.avi,97,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_03189.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_03189.npy
train/138/M_27425.avi,train/138/K_27425.avi,38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_27425.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_27425.npy
train/016/M_03032.avi,train/016/K_03032.avi,159,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_03032.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_03032.npy
train/033/M_06485.avi,train/033/K_06485.avi,222,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_06485.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_06485.npy
train/038/M_07530.avi,train/038/K_07530.avi,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_07530.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_07530.npy
train/154/M_30699.avi,train/154/K_30699.avi,157,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_30699.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_30699.npy
train/062/M_12241.avi,train/062/K_12241.avi,31,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_12241.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_12241.npy
train/016/M_03086.avi,train/016/K_03086.avi,52,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_03086.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_03086.npy
train/040/M_07855.avi,train/040/K_07855.avi,135,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_07855.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_07855.npy
train/094/M_18625.avi,train/094/K_18625.avi,37,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_18625.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_18625.npy
train/012/M_02212.avi,train/012/K_02212.avi,38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_02212.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_02212.npy
train/019/M_03793.avi,train/019/K_03793.avi,38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_03793.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_03793.npy
train/034/M_06781.avi,train/034/K_06781.avi,159,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_06781.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_06781.npy
train/172/M_34380.avi,train/172/K_34380.avi,117,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_34380.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_34380.npy
train/001/M_00034.avi,train/001/K_00034.avi,97,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_00034.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_00034.npy
train/060/M_11920.avi,train/060/K_11920.avi,31,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_11920.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_11920.npy
train/099/M_19718.avi,train/099/K_19718.avi,238,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_19718.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_19718.npy
train/016/M_03115.avi,train/016/K_03115.avi,13,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_03115.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_03115.npy
train/133/M_26500.avi,train/133/K_26500.avi,159,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_26500.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_26500.npy
train/034/M_06748.avi,train/034/K_06748.avi,93,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_06748.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_06748.npy
train/152/M_30395.avi,train/152/K_30395.avi,36,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_30395.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_30395.npy
train/157/M_31331.avi,train/157/K_31331.avi,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_31331.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_31331.npy
train/161/M_32152.avi,train/161/K_32152.avi,36,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_32152.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_32152.npy
train/176/M_35123.avi,train/176/K_35123.avi,241,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_35123.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_35123.npy
train/035/M_06984.avi,train/035/K_06984.avi,97,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_06984.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_06984.npy
train/170/M_33933.avi,train/170/K_33933.avi,135,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_33933.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_33933.npy
train/093/M_18541.avi,train/093/K_18541.avi,127,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_18541.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_18541.npy
train/024/M_04614.avi,train/024/K_04614.avi,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_04614.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_04614.npy
train/093/M_18453.avi,train/093/K_18453.avi,159,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_18453.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_18453.npy
train/070/M_13882.avi,train/070/K_13882.avi,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_13882.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_13882.npy
train/099/M_19797.avi,train/099/K_19797.avi,52,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_19797.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_19797.npy
train/144/M_28677.avi,train/144/K_28677.avi,13,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,/home/jupyter/CV_Project/ie590_project/data/feature_maps/M_28677.npy,/home/jupyter/CV_Project/ie590_project/data/feature_maps/K_28677.npy
