M,K,label_idx,Both_Hands,M_Out,M_In,M_Up,M_Down,M_Front,M_Back,M_Iterative,O_Out,O_In,O_Up,O_Down,O_Front,O_Back,F_Thumb,F_Index,F_Middle,F_Ring,F_Pinky
train/167/M_33281.avi,train/167/K_33281.avi,120,,,,,,,,,,,,,,,,,,,
train/167/M_33282.avi,train/167/K_33282.avi,213,,,,,,,,,,,,,,,,,,,
train/167/M_33286.avi,train/167/K_33286.avi,51,,,,,,,,,,,,,,,,,,,
train/167/M_33287.avi,train/167/K_33287.avi,52,,,,,,,,,,,,,,,,,,,
train/167/M_33291.avi,train/167/K_33291.avi,10,,,,,,,,,,,,,,,,,,,
train/167/M_33292.avi,train/167/K_33292.avi,159,,,,,,,,,,,,,,,,,,,
train/167/M_33293.avi,train/167/K_33293.avi,223,,,,,,,,,,,,,,,,,,,
train/167/M_33294.avi,train/167/K_33294.avi,31,,,,,,,,,,,,,,,,,,,
train/167/M_33302.avi,train/167/K_33302.avi,237,,,,,,,,,,,,,,,,,,,
train/167/M_33304.avi,train/167/K_33304.avi,160,,,,,,,,,,,,,,,,,,,
train/167/M_33307.avi,train/167/K_33307.avi,156,,,,,,,,,,,,,,,,,,,
train/167/M_33308.avi,train/167/K_33308.avi,159,,,,,,,,,,,,,,,,,,,
train/167/M_33311.avi,train/167/K_33311.avi,38,,,,,,,,,,,,,,,,,,,
train/167/M_33318.avi,train/167/K_33318.avi,92,,,,,,,,,,,,,,,,,,,
train/167/M_33319.avi,train/167/K_33319.avi,5,,,,,,,,,,,,,,,,,,,
train/167/M_33322.avi,train/167/K_33322.avi,52,,,,,,,,,,,,,,,,,,,
train/167/M_33324.avi,train/167/K_33324.avi,34,,,,,,,,,,,,,,,,,,,
train/167/M_33328.avi,train/167/K_33328.avi,51,,,,,,,,,,,,,,,,,,,
train/167/M_33330.avi,train/167/K_33330.avi,36,,,,,,,,,,,,,,,,,,,
train/167/M_33331.avi,train/167/K_33331.avi,5,,,,,,,,,,,,,,,,,,,
train/167/M_33334.avi,train/167/K_33334.avi,223,,,,,,,,,,,,,,,,,,,
train/167/M_33341.avi,train/167/K_33341.avi,5,,,,,,,,,,,,,,,,,,,
train/167/M_33342.avi,train/167/K_33342.avi,5,,,,,,,,,,,,,,,,,,,
train/167/M_33347.avi,train/167/K_33347.avi,56,,,,,,,,,,,,,,,,,,,
train/167/M_33353.avi,train/167/K_33353.avi,155,,,,,,,,,,,,,,,,,,,
train/167/M_33354.avi,train/167/K_33354.avi,213,,,,,,,,,,,,,,,,,,,
train/167/M_33359.avi,train/167/K_33359.avi,49,,,,,,,,,,,,,,,,,,,
train/167/M_33363.avi,train/167/K_33363.avi,157,,,,,,,,,,,,,,,,,,,
train/167/M_33365.avi,train/167/K_33365.avi,5,,,,,,,,,,,,,,,,,,,
train/167/M_33367.avi,train/167/K_33367.avi,37,,,,,,,,,,,,,,,,,,,
train/167/M_33376.avi,train/167/K_33376.avi,36,,,,,,,,,,,,,,,,,,,
train/167/M_33380.avi,train/167/K_33380.avi,213,,,,,,,,,,,,,,,,,,,
train/167/M_33383.avi,train/167/K_33383.avi,160,,,,,,,,,,,,,,,,,,,
train/167/M_33384.avi,train/167/K_33384.avi,94,,,,,,,,,,,,,,,,,,,
train/167/M_33387.avi,train/167/K_33387.avi,37,,,,,,,,,,,,,,,,,,,
train/167/M_33388.avi,train/167/K_33388.avi,38,,,,,,,,,,,,,,,,,,,
train/167/M_33390.avi,train/167/K_33390.avi,5,,,,,,,,,,,,,,,,,,,
train/167/M_33393.avi,train/167/K_33393.avi,51,,,,,,,,,,,,,,,,,,,
train/167/M_33396.avi,train/167/K_33396.avi,241,,,,,,,,,,,,,,,,,,,
train/167/M_33399.avi,train/167/K_33399.avi,158,,,,,,,,,,,,,,,,,,,
train/167/M_33400.avi,train/167/K_33400.avi,34,,,,,,,,,,,,,,,,,,,
train/168/M_33406.avi,train/168/K_33406.avi,154,,,,,,,,,,,,,,,,,,,
train/168/M_33407.avi,train/168/K_33407.avi,155,,,,,,,,,,,,,,,,,,,
train/168/M_33408.avi,train/168/K_33408.avi,8,,,,,,,,,,,,,,,,,,,
train/168/M_33409.avi,train/168/K_33409.avi,8,,,,,,,,,,,,,,,,,,,
train/168/M_33415.avi,train/168/K_33415.avi,37,,,,,,,,,,,,,,,,,,,
train/168/M_33417.avi,train/168/K_33417.avi,237,,,,,,,,,,,,,,,,,,,
train/168/M_33418.avi,train/168/K_33418.avi,223,,,,,,,,,,,,,,,,,,,
train/168/M_33423.avi,train/168/K_33423.avi,18,,,,,,,,,,,,,,,,,,,
train/168/M_33425.avi,train/168/K_33425.avi,4,,,,,,,,,,,,,,,,,,,
train/168/M_33428.avi,train/168/K_33428.avi,10,,,,,,,,,,,,,,,,,,,
train/168/M_33429.avi,train/168/K_33429.avi,38,,,,,,,,,,,,,,,,,,,
train/168/M_33432.avi,train/168/K_33432.avi,32,,,,,,,,,,,,,,,,,,,
train/168/M_33436.avi,train/168/K_33436.avi,10,,,,,,,,,,,,,,,,,,,
train/168/M_33437.avi,train/168/K_33437.avi,154,,,,,,,,,,,,,,,,,,,
train/168/M_33439.avi,train/168/K_33439.avi,160,,,,,,,,,,,,,,,,,,,
train/168/M_33442.avi,train/168/K_33442.avi,90,,,,,,,,,,,,,,,,,,,
train/168/M_33443.avi,train/168/K_33443.avi,159,,,,,,,,,,,,,,,,,,,
train/168/M_33445.avi,train/168/K_33445.avi,29,,,,,,,,,,,,,,,,,,,
train/168/M_33446.avi,train/168/K_33446.avi,38,,,,,,,,,,,,,,,,,,,
train/168/M_33449.avi,train/168/K_33449.avi,56,,,,,,,,,,,,,,,,,,,
train/168/M_33451.avi,train/168/K_33451.avi,92,,,,,,,,,,,,,,,,,,,
train/168/M_33453.avi,train/168/K_33453.avi,31,,,,,,,,,,,,,,,,,,,
train/168/M_33456.avi,train/168/K_33456.avi,38,,,,,,,,,,,,,,,,,,,
train/168/M_33457.avi,train/168/K_33457.avi,97,,,,,,,,,,,,,,,,,,,
train/168/M_33460.avi,train/168/K_33460.avi,10,,,,,,,,,,,,,,,,,,,
train/168/M_33463.avi,train/168/K_33463.avi,158,,,,,,,,,,,,,,,,,,,
train/168/M_33464.avi,train/168/K_33464.avi,5,,,,,,,,,,,,,,,,,,,
train/168/M_33466.avi,train/168/K_33466.avi,188,,,,,,,,,,,,,,,,,,,
train/168/M_33467.avi,train/168/K_33467.avi,93,,,,,,,,,,,,,,,,,,,
train/168/M_33471.avi,train/168/K_33471.avi,209,,,,,,,,,,,,,,,,,,,
train/168/M_33473.avi,train/168/K_33473.avi,127,,,,,,,,,,,,,,,,,,,
train/168/M_33476.avi,train/168/K_33476.avi,56,,,,,,,,,,,,,,,,,,,
train/168/M_33481.avi,train/168/K_33481.avi,188,,,,,,,,,,,,,,,,,,,
train/168/M_33484.avi,train/168/K_33484.avi,120,,,,,,,,,,,,,,,,,,,
train/168/M_33487.avi,train/168/K_33487.avi,155,,,,,,,,,,,,,,,,,,,
train/168/M_33489.avi,train/168/K_33489.avi,10,,,,,,,,,,,,,,,,,,,
train/168/M_33493.avi,train/168/K_33493.avi,38,,,,,,,,,,,,,,,,,,,
train/168/M_33495.avi,train/168/K_33495.avi,8,,,,,,,,,,,,,,,,,,,
train/168/M_33497.avi,train/168/K_33497.avi,156,,,,,,,,,,,,,,,,,,,
train/168/M_33501.avi,train/168/K_33501.avi,117,,,,,,,,,,,,,,,,,,,
train/168/M_33506.avi,train/168/K_33506.avi,120,,,,,,,,,,,,,,,,,,,
train/168/M_33511.avi,train/168/K_33511.avi,240,,,,,,,,,,,,,,,,,,,
train/168/M_33513.avi,train/168/K_33513.avi,5,,,,,,,,,,,,,,,,,,,
train/168/M_33515.avi,train/168/K_33515.avi,5,,,,,,,,,,,,,,,,,,,
train/168/M_33518.avi,train/168/K_33518.avi,51,,,,,,,,,,,,,,,,,,,
train/168/M_33520.avi,train/168/K_33520.avi,156,,,,,,,,,,,,,,,,,,,
train/168/M_33523.avi,train/168/K_33523.avi,91,,,,,,,,,,,,,,,,,,,
train/168/M_33526.avi,train/168/K_33526.avi,37,,,,,,,,,,,,,,,,,,,
train/168/M_33527.avi,train/168/K_33527.avi,18,,,,,,,,,,,,,,,,,,,
train/168/M_33528.avi,train/168/K_33528.avi,159,,,,,,,,,,,,,,,,,,,
train/168/M_33529.avi,train/168/K_33529.avi,97,,,,,,,,,,,,,,,,,,,
train/168/M_33531.avi,train/168/K_33531.avi,14,,,,,,,,,,,,,,,,,,,
train/168/M_33536.avi,train/168/K_33536.avi,56,,,,,,,,,,,,,,,,,,,
train/168/M_33537.avi,train/168/K_33537.avi,209,,,,,,,,,,,,,,,,,,,
train/168/M_33538.avi,train/168/K_33538.avi,241,,,,,,,,,,,,,,,,,,,
train/168/M_33541.avi,train/168/K_33541.avi,188,,,,,,,,,,,,,,,,,,,
train/168/M_33543.avi,train/168/K_33543.avi,95,,,,,,,,,,,,,,,,,,,
train/168/M_33545.avi,train/168/K_33545.avi,32,,,,,,,,,,,,,,,,,,,
train/168/M_33546.avi,train/168/K_33546.avi,92,,,,,,,,,,,,,,,,,,,
train/168/M_33547.avi,train/168/K_33547.avi,52,,,,,,,,,,,,,,,,,,,
train/168/M_33550.avi,train/168/K_33550.avi,96,,,,,,,,,,,,,,,,,,,
train/168/M_33551.avi,train/168/K_33551.avi,239,,,,,,,,,,,,,,,,,,,
train/168/M_33555.avi,train/168/K_33555.avi,31,,,,,,,,,,,,,,,,,,,
train/168/M_33556.avi,train/168/K_33556.avi,155,,,,,,,,,,,,,,,,,,,
train/168/M_33561.avi,train/168/K_33561.avi,51,,,,,,,,,,,,,,,,,,,
train/168/M_33570.avi,train/168/K_33570.avi,5,,,,,,,,,,,,,,,,,,,
train/168/M_33571.avi,train/168/K_33571.avi,38,,,,,,,,,,,,,,,,,,,
train/168/M_33575.avi,train/168/K_33575.avi,120,,,,,,,,,,,,,,,,,,,
train/168/M_33577.avi,train/168/K_33577.avi,92,,,,,,,,,,,,,,,,,,,
train/168/M_33582.avi,train/168/K_33582.avi,5,,,,,,,,,,,,,,,,,,,
train/168/M_33583.avi,train/168/K_33583.avi,209,,,,,,,,,,,,,,,,,,,
train/168/M_33585.avi,train/168/K_33585.avi,50,,,,,,,,,,,,,,,,,,,
train/168/M_33588.avi,train/168/K_33588.avi,5,,,,,,,,,,,,,,,,,,,
train/168/M_33589.avi,train/168/K_33589.avi,157,,,,,,,,,,,,,,,,,,,
train/168/M_33590.avi,train/168/K_33590.avi,90,,,,,,,,,,,,,,,,,,,
train/168/M_33592.avi,train/168/K_33592.avi,38,,,,,,,,,,,,,,,,,,,
train/168/M_33595.avi,train/168/K_33595.avi,19,,,,,,,,,,,,,,,,,,,
train/168/M_33596.avi,train/168/K_33596.avi,135,,,,,,,,,,,,,,,,,,,
train/168/M_33598.avi,train/168/K_33598.avi,159,,,,,,,,,,,,,,,,,,,
train/168/M_33599.avi,train/168/K_33599.avi,155,,,,,,,,,,,,,,,,,,,
train/169/M_33603.avi,train/169/K_33603.avi,240,,,,,,,,,,,,,,,,,,,
train/169/M_33604.avi,train/169/K_33604.avi,156,,,,,,,,,,,,,,,,,,,
train/169/M_33608.avi,train/169/K_33608.avi,8,,,,,,,,,,,,,,,,,,,
train/169/M_33612.avi,train/169/K_33612.avi,93,,,,,,,,,,,,,,,,,,,
train/169/M_33615.avi,train/169/K_33615.avi,96,,,,,,,,,,,,,,,,,,,
train/169/M_33616.avi,train/169/K_33616.avi,240,,,,,,,,,,,,,,,,,,,
train/169/M_33620.avi,train/169/K_33620.avi,31,,,,,,,,,,,,,,,,,,,
train/169/M_33632.avi,train/169/K_33632.avi,209,,,,,,,,,,,,,,,,,,,
train/169/M_33643.avi,train/169/K_33643.avi,240,,,,,,,,,,,,,,,,,,,
train/169/M_33644.avi,train/169/K_33644.avi,95,,,,,,,,,,,,,,,,,,,
train/169/M_33646.avi,train/169/K_33646.avi,29,,,,,,,,,,,,,,,,,,,
train/169/M_33651.avi,train/169/K_33651.avi,120,,,,,,,,,,,,,,,,,,,
train/169/M_33656.avi,train/169/K_33656.avi,19,,,,,,,,,,,,,,,,,,,
train/169/M_33664.avi,train/169/K_33664.avi,32,,,,,,,,,,,,,,,,,,,
train/169/M_33665.avi,train/169/K_33665.avi,155,,,,,,,,,,,,,,,,,,,
train/169/M_33668.avi,train/169/K_33668.avi,19,,,,,,,,,,,,,,,,,,,
train/169/M_33670.avi,train/169/K_33670.avi,155,,,,,,,,,,,,,,,,,,,
train/169/M_33671.avi,train/169/K_33671.avi,4,,,,,,,,,,,,,,,,,,,
train/169/M_33674.avi,train/169/K_33674.avi,36,,,,,,,,,,,,,,,,,,,
train/169/M_33678.avi,train/169/K_33678.avi,56,,,,,,,,,,,,,,,,,,,
train/169/M_33683.avi,train/169/K_33683.avi,155,,,,,,,,,,,,,,,,,,,
train/169/M_33685.avi,train/169/K_33685.avi,238,,,,,,,,,,,,,,,,,,,
train/169/M_33688.avi,train/169/K_33688.avi,32,,,,,,,,,,,,,,,,,,,
train/169/M_33689.avi,train/169/K_33689.avi,213,,,,,,,,,,,,,,,,,,,
train/169/M_33692.avi,train/169/K_33692.avi,157,,,,,,,,,,,,,,,,,,,
train/169/M_33697.avi,train/169/K_33697.avi,188,,,,,,,,,,,,,,,,,,,
train/169/M_33698.avi,train/169/K_33698.avi,5,,,,,,,,,,,,,,,,,,,
train/169/M_33703.avi,train/169/K_33703.avi,188,,,,,,,,,,,,,,,,,,,
train/169/M_33708.avi,train/169/K_33708.avi,157,,,,,,,,,,,,,,,,,,,
train/169/M_33710.avi,train/169/K_33710.avi,5,,,,,,,,,,,,,,,,,,,
train/169/M_33712.avi,train/169/K_33712.avi,37,,,,,,,,,,,,,,,,,,,
train/169/M_33714.avi,train/169/K_33714.avi,4,,,,,,,,,,,,,,,,,,,
train/169/M_33716.avi,train/169/K_33716.avi,34,,,,,,,,,,,,,,,,,,,
train/169/M_33719.avi,train/169/K_33719.avi,29,,,,,,,,,,,,,,,,,,,
train/169/M_33727.avi,train/169/K_33727.avi,13,,,,,,,,,,,,,,,,,,,
train/169/M_33730.avi,train/169/K_33730.avi,155,,,,,,,,,,,,,,,,,,,
train/169/M_33731.avi,train/169/K_33731.avi,8,,,,,,,,,,,,,,,,,,,
train/169/M_33732.avi,train/169/K_33732.avi,97,,,,,,,,,,,,,,,,,,,
train/169/M_33739.avi,train/169/K_33739.avi,5,,,,,,,,,,,,,,,,,,,
train/169/M_33741.avi,train/169/K_33741.avi,94,,,,,,,,,,,,,,,,,,,
train/169/M_33743.avi,train/169/K_33743.avi,14,,,,,,,,,,,,,,,,,,,
train/169/M_33747.avi,train/169/K_33747.avi,93,,,,,,,,,,,,,,,,,,,
train/169/M_33750.avi,train/169/K_33750.avi,154,,,,,,,,,,,,,,,,,,,
train/169/M_33753.avi,train/169/K_33753.avi,19,,,,,,,,,,,,,,,,,,,
train/169/M_33755.avi,train/169/K_33755.avi,91,,,,,,,,,,,,,,,,,,,
train/169/M_33759.avi,train/169/K_33759.avi,10,,,,,,,,,,,,,,,,,,,
train/169/M_33760.avi,train/169/K_33760.avi,5,,,,,,,,,,,,,,,,,,,
train/169/M_33761.avi,train/169/K_33761.avi,213,,,,,,,,,,,,,,,,,,,
train/169/M_33762.avi,train/169/K_33762.avi,188,,,,,,,,,,,,,,,,,,,
train/169/M_33766.avi,train/169/K_33766.avi,51,,,,,,,,,,,,,,,,,,,
train/169/M_33769.avi,train/169/K_33769.avi,5,,,,,,,,,,,,,,,,,,,
train/169/M_33770.avi,train/169/K_33770.avi,154,,,,,,,,,,,,,,,,,,,
train/169/M_33774.avi,train/169/K_33774.avi,37,,,,,,,,,,,,,,,,,,,
train/169/M_33775.avi,train/169/K_33775.avi,213,,,,,,,,,,,,,,,,,,,
train/169/M_33778.avi,train/169/K_33778.avi,188,,,,,,,,,,,,,,,,,,,
train/169/M_33779.avi,train/169/K_33779.avi,120,,,,,,,,,,,,,,,,,,,
train/169/M_33780.avi,train/169/K_33780.avi,19,,,,,,,,,,,,,,,,,,,
train/169/M_33781.avi,train/169/K_33781.avi,8,,,,,,,,,,,,,,,,,,,
train/169/M_33782.avi,train/169/K_33782.avi,34,,,,,,,,,,,,,,,,,,,
train/169/M_33791.avi,train/169/K_33791.avi,135,,,,,,,,,,,,,,,,,,,
train/169/M_33794.avi,train/169/K_33794.avi,50,,,,,,,,,,,,,,,,,,,
train/169/M_33796.avi,train/169/K_33796.avi,222,,,,,,,,,,,,,,,,,,,
train/169/M_33797.avi,train/169/K_33797.avi,56,,,,,,,,,,,,,,,,,,,
train/169/M_33798.avi,train/169/K_33798.avi,158,,,,,,,,,,,,,,,,,,,
train/169/M_33799.avi,train/169/K_33799.avi,36,,,,,,,,,,,,,,,,,,,
train/170/M_33802.avi,train/170/K_33802.avi,135,,,,,,,,,,,,,,,,,,,
train/170/M_33803.avi,train/170/K_33803.avi,94,,,,,,,,,,,,,,,,,,,
train/170/M_33805.avi,train/170/K_33805.avi,241,,,,,,,,,,,,,,,,,,,
train/170/M_33807.avi,train/170/K_33807.avi,5,,,,,,,,,,,,,,,,,,,
train/170/M_33808.avi,train/170/K_33808.avi,157,,,,,,,,,,,,,,,,,,,
train/170/M_33811.avi,train/170/K_33811.avi,97,,,,,,,,,,,,,,,,,,,
train/170/M_33812.avi,train/170/K_33812.avi,90,,,,,,,,,,,,,,,,,,,
train/170/M_33814.avi,train/170/K_33814.avi,213,,,,,,,,,,,,,,,,,,,
train/170/M_33818.avi,train/170/K_33818.avi,38,,,,,,,,,,,,,,,,,,,
train/170/M_33819.avi,train/170/K_33819.avi,240,,,,,,,,,,,,,,,,,,,
train/170/M_33820.avi,train/170/K_33820.avi,92,,,,,,,,,,,,,,,,,,,
train/170/M_33822.avi,train/170/K_33822.avi,14,,,,,,,,,,,,,,,,,,,
train/170/M_33824.avi,train/170/K_33824.avi,92,,,,,,,,,,,,,,,,,,,
train/170/M_33826.avi,train/170/K_33826.avi,14,,,,,,,,,,,,,,,,,,,
train/170/M_33827.avi,train/170/K_33827.avi,8,,,,,,,,,,,,,,,,,,,
train/170/M_33830.avi,train/170/K_33830.avi,240,,,,,,,,,,,,,,,,,,,
train/170/M_33831.avi,train/170/K_33831.avi,34,,,,,,,,,,,,,,,,,,,
train/170/M_33832.avi,train/170/K_33832.avi,97,,,,,,,,,,,,,,,,,,,
train/170/M_33835.avi,train/170/K_33835.avi,38,,,,,,,,,,,,,,,,,,,
train/170/M_33837.avi,train/170/K_33837.avi,154,,,,,,,,,,,,,,,,,,,
train/170/M_33838.avi,train/170/K_33838.avi,52,,,,,,,,,,,,,,,,,,,
train/170/M_33841.avi,train/170/K_33841.avi,38,,,,,,,,,,,,,,,,,,,
train/170/M_33847.avi,train/170/K_33847.avi,120,,,,,,,,,,,,,,,,,,,
train/170/M_33848.avi,train/170/K_33848.avi,34,,,,,,,,,,,,,,,,,,,
train/170/M_33853.avi,train/170/K_33853.avi,97,,,,,,,,,,,,,,,,,,,
train/170/M_33854.avi,train/170/K_33854.avi,31,,,,,,,,,,,,,,,,,,,
train/170/M_33856.avi,train/170/K_33856.avi,52,,,,,,,,,,,,,,,,,,,
train/170/M_33860.avi,train/170/K_33860.avi,36,,,,,,,,,,,,,,,,,,,
train/170/M_33864.avi,train/170/K_33864.avi,19,,,,,,,,,,,,,,,,,,,
train/170/M_33870.avi,train/170/K_33870.avi,38,,,,,,,,,,,,,,,,,,,
train/170/M_33874.avi,train/170/K_33874.avi,52,,,,,,,,,,,,,,,,,,,
train/170/M_33879.avi,train/170/K_33879.avi,157,,,,,,,,,,,,,,,,,,,
train/170/M_33880.avi,train/170/K_33880.avi,92,,,,,,,,,,,,,,,,,,,
train/170/M_33881.avi,train/170/K_33881.avi,13,,,,,,,,,,,,,,,,,,,
train/170/M_33882.avi,train/170/K_33882.avi,93,,,,,,,,,,,,,,,,,,,
train/170/M_33886.avi,train/170/K_33886.avi,95,,,,,,,,,,,,,,,,,,,
train/170/M_33887.avi,train/170/K_33887.avi,240,,,,,,,,,,,,,,,,,,,
train/170/M_33888.avi,train/170/K_33888.avi,18,,,,,,,,,,,,,,,,,,,
train/170/M_33892.avi,train/170/K_33892.avi,49,,,,,,,,,,,,,,,,,,,
train/170/M_33895.avi,train/170/K_33895.avi,160,,,,,,,,,,,,,,,,,,,
train/170/M_33899.avi,train/170/K_33899.avi,93,,,,,,,,,,,,,,,,,,,
train/170/M_33912.avi,train/170/K_33912.avi,188,,,,,,,,,,,,,,,,,,,
train/170/M_33915.avi,train/170/K_33915.avi,92,,,,,,,,,,,,,,,,,,,
train/170/M_33920.avi,train/170/K_33920.avi,19,,,,,,,,,,,,,,,,,,,
train/170/M_33923.avi,train/170/K_33923.avi,32,,,,,,,,,,,,,,,,,,,
train/170/M_33925.avi,train/170/K_33925.avi,97,,,,,,,,,,,,,,,,,,,
train/170/M_33926.avi,train/170/K_33926.avi,93,,,,,,,,,,,,,,,,,,,
train/170/M_33928.avi,train/170/K_33928.avi,8,,,,,,,,,,,,,,,,,,,
train/170/M_33931.avi,train/170/K_33931.avi,154,,,,,,,,,,,,,,,,,,,
train/170/M_33933.avi,train/170/K_33933.avi,135,,,,,,,,,,,,,,,,,,,
train/170/M_33934.avi,train/170/K_33934.avi,239,,,,,,,,,,,,,,,,,,,
train/170/M_33935.avi,train/170/K_33935.avi,120,,,,,,,,,,,,,,,,,,,
train/170/M_33936.avi,train/170/K_33936.avi,38,,,,,,,,,,,,,,,,,,,
train/170/M_33937.avi,train/170/K_33937.avi,97,,,,,,,,,,,,,,,,,,,
train/170/M_33938.avi,train/170/K_33938.avi,223,,,,,,,,,,,,,,,,,,,
train/170/M_33944.avi,train/170/K_33944.avi,240,,,,,,,,,,,,,,,,,,,
train/170/M_33946.avi,train/170/K_33946.avi,95,,,,,,,,,,,,,,,,,,,
train/170/M_33948.avi,train/170/K_33948.avi,159,,,,,,,,,,,,,,,,,,,
train/170/M_33950.avi,train/170/K_33950.avi,120,,,,,,,,,,,,,,,,,,,
train/170/M_33951.avi,train/170/K_33951.avi,4,,,,,,,,,,,,,,,,,,,
train/170/M_33955.avi,train/170/K_33955.avi,120,,,,,,,,,,,,,,,,,,,
train/170/M_33956.avi,train/170/K_33956.avi,37,,,,,,,,,,,,,,,,,,,
train/170/M_33959.avi,train/170/K_33959.avi,240,,,,,,,,,,,,,,,,,,,
train/170/M_33960.avi,train/170/K_33960.avi,239,,,,,,,,,,,,,,,,,,,
train/170/M_33961.avi,train/170/K_33961.avi,8,,,,,,,,,,,,,,,,,,,
train/170/M_33965.avi,train/170/K_33965.avi,93,,,,,,,,,,,,,,,,,,,
train/170/M_33968.avi,train/170/K_33968.avi,13,,,,,,,,,,,,,,,,,,,
train/170/M_33970.avi,train/170/K_33970.avi,154,,,,,,,,,,,,,,,,,,,
train/170/M_33974.avi,train/170/K_33974.avi,222,,,,,,,,,,,,,,,,,,,
train/170/M_33975.avi,train/170/K_33975.avi,94,,,,,,,,,,,,,,,,,,,
train/170/M_33976.avi,train/170/K_33976.avi,160,,,,,,,,,,,,,,,,,,,
train/170/M_33980.avi,train/170/K_33980.avi,157,,,,,,,,,,,,,,,,,,,
train/170/M_33981.avi,train/170/K_33981.avi,95,,,,,,,,,,,,,,,,,,,
train/170/M_33985.avi,train/170/K_33985.avi,37,,,,,,,,,,,,,,,,,,,
train/170/M_33986.avi,train/170/K_33986.avi,241,,,,,,,,,,,,,,,,,,,
train/170/M_33989.avi,train/170/K_33989.avi,32,,,,,,,,,,,,,,,,,,,
train/170/M_33990.avi,train/170/K_33990.avi,18,,,,,,,,,,,,,,,,,,,
train/170/M_33992.avi,train/170/K_33992.avi,154,,,,,,,,,,,,,,,,,,,
train/170/M_33994.avi,train/170/K_33994.avi,158,,,,,,,,,,,,,,,,,,,
train/170/M_33996.avi,train/170/K_33996.avi,95,,,,,,,,,,,,,,,,,,,
train/170/M_33999.avi,train/170/K_33999.avi,239,,,,,,,,,,,,,,,,,,,
train/171/M_34004.avi,train/171/K_34004.avi,239,,,,,,,,,,,,,,,,,,,
train/171/M_34006.avi,train/171/K_34006.avi,95,,,,,,,,,,,,,,,,,,,
train/171/M_34008.avi,train/171/K_34008.avi,56,,,,,,,,,,,,,,,,,,,
train/171/M_34009.avi,train/171/K_34009.avi,222,,,,,,,,,,,,,,,,,,,
train/171/M_34010.avi,train/171/K_34010.avi,36,,,,,,,,,,,,,,,,,,,
train/171/M_34011.avi,train/171/K_34011.avi,237,,,,,,,,,,,,,,,,,,,
train/171/M_34013.avi,train/171/K_34013.avi,95,,,,,,,,,,,,,,,,,,,
train/171/M_34015.avi,train/171/K_34015.avi,239,,,,,,,,,,,,,,,,,,,
train/171/M_34023.avi,train/171/K_34023.avi,14,,,,,,,,,,,,,,,,,,,
train/171/M_34024.avi,train/171/K_34024.avi,120,,,,,,,,,,,,,,,,,,,
train/171/M_34025.avi,train/171/K_34025.avi,155,,,,,,,,,,,,,,,,,,,
train/171/M_34027.avi,train/171/K_34027.avi,92,,,,,,,,,,,,,,,,,,,
train/171/M_34029.avi,train/171/K_34029.avi,156,,,,,,,,,,,,,,,,,,,
train/171/M_34030.avi,train/171/K_34030.avi,55,,,,,,,,,,,,,,,,,,,
train/171/M_34032.avi,train/171/K_34032.avi,51,,,,,,,,,,,,,,,,,,,
train/171/M_34034.avi,train/171/K_34034.avi,156,,,,,,,,,,,,,,,,,,,
train/171/M_34038.avi,train/171/K_34038.avi,38,,,,,,,,,,,,,,,,,,,
train/171/M_34041.avi,train/171/K_34041.avi,127,,,,,,,,,,,,,,,,,,,
train/171/M_34043.avi,train/171/K_34043.avi,92,,,,,,,,,,,,,,,,,,,
train/171/M_34045.avi,train/171/K_34045.avi,10,,,,,,,,,,,,,,,,,,,
train/171/M_34047.avi,train/171/K_34047.avi,56,,,,,,,,,,,,,,,,,,,
train/171/M_34050.avi,train/171/K_34050.avi,93,,,,,,,,,,,,,,,,,,,
train/171/M_34051.avi,train/171/K_34051.avi,135,,,,,,,,,,,,,,,,,,,
train/171/M_34057.avi,train/171/K_34057.avi,14,,,,,,,,,,,,,,,,,,,
train/171/M_34058.avi,train/171/K_34058.avi,37,,,,,,,,,,,,,,,,,,,
train/171/M_34059.avi,train/171/K_34059.avi,94,,,,,,,,,,,,,,,,,,,
train/171/M_34067.avi,train/171/K_34067.avi,91,,,,,,,,,,,,,,,,,,,
train/171/M_34072.avi,train/171/K_34072.avi,5,,,,,,,,,,,,,,,,,,,
train/171/M_34073.avi,train/171/K_34073.avi,154,,,,,,,,,,,,,,,,,,,
train/171/M_34076.avi,train/171/K_34076.avi,52,,,,,,,,,,,,,,,,,,,
train/171/M_34078.avi,train/171/K_34078.avi,38,,,,,,,,,,,,,,,,,,,
train/171/M_34080.avi,train/171/K_34080.avi,31,,,,,,,,,,,,,,,,,,,
train/171/M_34084.avi,train/171/K_34084.avi,135,,,,,,,,,,,,,,,,,,,
train/171/M_34086.avi,train/171/K_34086.avi,158,,,,,,,,,,,,,,,,,,,
train/171/M_34087.avi,train/171/K_34087.avi,5,,,,,,,,,,,,,,,,,,,
train/171/M_34088.avi,train/171/K_34088.avi,155,,,,,,,,,,,,,,,,,,,
train/171/M_34089.avi,train/171/K_34089.avi,241,,,,,,,,,,,,,,,,,,,
train/171/M_34090.avi,train/171/K_34090.avi,50,,,,,,,,,,,,,,,,,,,
train/171/M_34093.avi,train/171/K_34093.avi,188,,,,,,,,,,,,,,,,,,,
train/171/M_34094.avi,train/171/K_34094.avi,188,,,,,,,,,,,,,,,,,,,
train/171/M_34097.avi,train/171/K_34097.avi,51,,,,,,,,,,,,,,,,,,,
